"id","date","lc","lon","lat"
"160424_2014_141195",2014-07-13 09:38:00,"B",-71.692,40.937
"160424_2014_141195",2014-07-13 21:07:00,"2",-71.172,40.58
"160424_2014_141195",2014-07-13 22:14:00,"A",-71.191,40.577
"160424_2014_141195",2014-07-14 01:22:00,"B",-71.108,40.546
"160424_2014_141195",2014-07-14 02:10:00,"B",-71.102,40.548
"160424_2014_141195",2014-07-14 06:55:00,"B",-71.085,40.529
"160424_2014_141195",2014-07-14 08:35:00,"B",-71.039,40.522
"160424_2014_141195",2014-07-14 08:49:00,"B",-71.011,40.428
"160424_2014_141195",2014-07-14 10:25:00,"1",-70.888,40.456
"160424_2014_141195",2014-07-14 12:51:00,"B",-70.812,40.454
"160424_2014_141195",2014-07-14 13:38:00,"A",-70.903,40.437
"160424_2014_141195",2014-07-14 14:22:00,"B",-70.91,40.425
"160424_2014_141195",2014-07-14 15:21:00,"B",-70.909,40.434
"160424_2014_141195",2014-07-14 18:29:00,"0",-70.924,40.455
"160424_2014_141195",2014-07-14 20:02:00,"B",-70.927,40.453
"160424_2014_141195",2014-07-14 23:26:00,"B",-70.732,40.396
"160424_2014_141195",2014-07-14 23:27:00,"0",-70.908,40.352
"160424_2014_141195",2014-07-15 00:07:00,"0",-70.739,40.346
"160424_2014_141195",2014-07-15 05:05:00,"B",-70.543,40.329
"160424_2014_141195",2014-07-15 06:44:00,"B",-70.44,40.311
"160424_2014_141195",2014-07-15 07:36:00,"B",-70.557,40.287
"160424_2014_141195",2014-07-15 08:22:00,"A",-70.586,40.283
"160424_2014_141195",2014-07-15 08:24:00,"3",-70.574,40.272
"160424_2014_141195",2014-07-15 08:57:00,"1",-70.579,40.255
"160424_2014_141195",2014-07-15 10:32:00,"B",-70.578,40.226
"160424_2014_141195",2014-07-15 10:57:00,"A",-70.542,40.275
"160424_2014_141195",2014-07-15 13:16:00,"0",-70.457,40.289
"160424_2014_141195",2014-07-15 14:10:00,"A",-70.431,40.282
"160424_2014_141195",2014-07-15 15:01:00,"B",-70.434,40.277
"160424_2014_141195",2014-07-15 15:50:00,"B",-70.43,40.271
"160424_2014_141195",2014-07-15 16:35:00,"B",-70.449,40.283
"160424_2014_141195",2014-07-15 18:12:00,"1",-70.404,40.303
"160424_2014_141195",2014-07-15 19:12:00,"B",-70.396,40.304
"160424_2014_141195",2014-07-15 20:42:00,"A",-70.377,40.302
"160424_2014_141195",2014-07-15 21:15:00,"B",-70.374,40.3
"160424_2014_141195",2014-07-15 22:49:00,"B",-70.358,40.309
"160424_2014_141195",2014-07-16 01:28:00,"B",-70.336,40.334
"160424_2014_141195",2014-07-16 02:21:00,"B",-70.305,40.329
"160424_2014_141195",2014-07-16 04:54:00,"B",-70.226,40.352
"160424_2014_141195",2014-07-16 09:12:00,"0",-70.127,40.377
"160424_2014_141195",2014-07-16 10:45:00,"A",-70.11,40.372
"160424_2014_141195",2014-07-16 11:12:00,"2",-70.137,40.394
"160424_2014_141195",2014-07-16 13:50:00,"2",-70.138,40.418
"160424_2014_141195",2014-07-16 14:35:00,"B",-70.128,40.416
"160424_2014_141195",2014-07-17 01:10:00,"B",-70.008,40.465
"160424_2014_141195",2014-07-17 02:49:00,"B",-69.967,40.481
"160424_2014_141195",2014-07-17 06:29:00,"B",-69.87,40.512
"160424_2014_141195",2014-07-17 08:53:00,"B",-69.874,40.524
"160424_2014_141195",2014-07-17 10:35:00,"1",-69.893,40.489
"160424_2014_141195",2014-07-17 10:46:00,"B",-69.891,40.49
"160424_2014_141195",2014-07-17 11:14:00,"B",-69.884,40.491
"160424_2014_141195",2014-07-17 15:54:00,"B",-69.842,40.519
"160424_2014_141195",2014-07-17 16:44:00,"A",-69.902,40.489
"160424_2014_141195",2014-07-17 17:51:00,"B",-69.902,40.517
"160424_2014_141195",2014-07-17 22:18:00,"B",-69.914,40.535
"160424_2014_141195",2014-07-17 23:08:00,"0",-69.817,40.599
