"id","date","lc","lon","lat"
"160424_2016_106747",2016-10-19 03:20:00,"B",-69.355,41.309
"160424_2016_106747",2016-10-19 06:06:00,"B",-68.941,41.585
"160424_2016_106747",2016-10-19 07:43:00,"B",-70.599,41.262
"160424_2016_106747",2016-10-19 17:30:00,"A",-68.772,41.376
"160424_2016_106747",2016-10-20 22:54:00,"0",-68.3027,41.8477
"160424_2016_106747",2016-10-20 22:56:00,"0",-68.303,41.848
"160424_2016_106747",2016-10-20 23:05:00,"0",-68.315,41.839
"160424_2016_106747",2016-10-20 23:06:00,"0",-68.3147,41.8393
"160424_2016_106747",2016-10-20 23:44:00,"A",-68.324,41.69
"160424_2016_106747",2016-10-20 23:45:00,"A",-68.3235,41.6898
"160424_2016_106747",2016-10-21 00:32:00,"0",-68.2762,41.8547
"160424_2016_106747",2016-10-21 00:33:00,"0",-68.276,41.855
"160424_2016_106747",2016-10-21 00:59:00,"1",-68.2921,41.8802
"160424_2016_106747",2016-10-21 01:01:00,"1",-68.292,41.88
"160424_2016_106747",2016-10-21 01:49:00,"2",-68.311,41.889
"160424_2016_106747",2016-10-21 17:14:00,"B",-68.67,41.788
"160424_2016_106747",2016-10-21 17:15:00,"B",-68.6701,41.7882
"160424_2016_106747",2016-10-21 18:51:00,"B",-68.57,42.0964
"160424_2016_106747",2016-10-21 18:54:00,"B",-68.57,42.096
"160424_2016_106747",2016-10-21 22:22:00,"2",-68.5033,42.0839
"160424_2016_106747",2016-10-21 22:25:00,"2",-68.503,42.084
"160424_2016_106747",2016-10-21 23:16:00,"B",-68.57,42.046
"160424_2016_106747",2016-10-22 00:03:00,"1",-68.539,42.052
"160424_2016_106747",2016-10-22 00:04:00,"1",-68.5387,42.0521
"160424_2016_106747",2016-10-22 22:50:00,"B",-68.971,42.128
"160424_2016_106747",2016-10-22 22:51:00,"B",-68.9705,42.1275
"160424_2016_106747",2016-10-23 01:53:00,"1",-68.98,42.008
"160424_2016_106747",2016-10-23 01:55:00,"1",-68.9798,42.0083
"160424_2016_106747",2016-10-24 01:30:00,"B",-68.3214,42.2684
"160424_2016_106747",2016-10-24 06:46:00,"0",-69.554,41.86
"160424_2016_106747",2016-10-24 06:50:00,"0",-69.5537,41.8601
"160424_2016_106747",2016-10-24 08:28:00,"A",-69.5494,41.8411
"160424_2016_106747",2016-10-24 08:30:00,"A",-69.549,41.841
"160424_2016_106747",2016-10-24 18:16:00,"0",-69.448,41.648
"160424_2016_106747",2016-10-24 23:34:00,"0",-69.4596,41.6624
"160424_2016_106747",2016-10-24 23:35:00,"0",-69.46,41.662
"160424_2016_106747",2016-10-24 23:45:00,"A",-69.492,41.5687
"160424_2016_106747",2016-10-25 00:07:00,"1",-69.4635,41.5548
"160424_2016_106747",2016-10-25 00:09:00,"1",-69.463,41.555
"160424_2016_106747",2016-10-25 01:09:00,"0",-69.437,41.544
"160424_2016_106747",2016-10-25 01:15:00,"0",-69.437,41.5443
"160424_2016_106747",2016-10-26 06:27:00,"B",-69.277,41.287
"160424_2016_106747",2016-10-26 08:09:00,"0",-69.244,41.237
"160424_2016_106747",2016-10-26 09:15:00,"0",-69.301,41.244
"160424_2016_106747",2016-10-26 17:57:00,"B",-69.181,41.08
"160424_2016_106747",2016-10-26 19:37:00,"0",-69.112,41.063
"160424_2016_106747",2016-10-28 17:31:00,"B",-68.665,41.02
"160424_2016_106747",2016-10-28 20:28:00,"B",-68.607,40.893
"160424_2016_106747",2016-10-28 22:05:00,"0",-68.657,40.866
"160424_2016_106747",2016-10-28 22:06:00,"2",-68.644,40.863
"160424_2016_106747",2016-10-28 23:15:00,"B",-68.661,40.853
"160424_2016_106747",2016-10-28 23:46:00,"3",-68.64,40.852
"160424_2016_106747",2016-10-29 00:42:00,"B",-68.751,40.866
"160424_2016_106747",2016-10-30 10:27:00,"A",-68.212,40.334
"160424_2016_106747",2016-10-30 11:33:00,"0",-68.704,40.005
"160424_2016_106747",2016-10-30 13:02:00,"B",-68.761,40.123
"160424_2016_106747",2016-10-30 15:08:00,"1",-68.807,40.05
"160424_2016_106747",2016-10-30 17:09:00,"B",-68.793,39.995
"160424_2016_106747",2016-10-31 12:51:00,"0",-68.99,39.901
"160424_2016_106747",2016-11-01 02:13:00,"0",-69.245,39.744
"160424_2016_106747",2016-11-01 07:02:00,"0",-69.454,39.589
"160424_2016_106747",2016-11-04 06:27:00,"A",-70.663,39.546
"160424_2016_106747",2016-11-05 19:20:00,"0",-71.121,39.754
"160424_2016_106747",2016-11-07 07:33:00,"1",-71.581,39.735
"160424_2016_106747",2016-11-07 11:20:00,"B",-71.583,39.751
"160424_2016_106747",2016-11-08 07:23:00,"A",-71.656,39.69
"160424_2016_106747",2016-11-08 09:31:00,"1",-71.647,39.685
"160424_2016_106747",2016-11-08 18:47:00,"0",-71.645,39.713
"160424_2016_106747",2016-11-08 22:45:00,"B",-71.654,39.675
"160424_2016_106747",2016-11-09 02:44:00,"B",-71.644,39.68
"160424_2016_106747",2016-11-09 20:56:00,"A",-71.548,39.561
"160424_2016_106747",2016-11-09 22:06:00,"1",-71.684,39.634
"160424_2016_106747",2016-11-09 22:33:00,"1",-71.782,39.614
"160424_2016_106747",2016-11-10 09:50:00,"B",-71.75,39.619
"160424_2016_106747",2016-11-10 10:56:00,"B",-71.808,39.595
"160424_2016_106747",2016-11-10 20:02:00,"B",-71.935,39.421
"160424_2016_106747",2016-11-11 10:50:00,"B",-72.083,39.462
"160424_2016_106747",2016-11-11 10:53:00,"0",-72.117,39.256
"160424_2016_106747",2016-11-11 23:13:00,"B",-72.281,39.58
"160424_2016_106747",2016-11-12 06:35:00,"0",-71.88,39.522
"160424_2016_106747",2016-11-12 08:46:00,"0",-71.861,39.516
"160424_2016_106747",2016-11-12 22:30:00,"1",-71.665,39.532
"160424_2016_106747",2016-11-12 22:37:00,"1",-71.639,39.521
"160424_2016_106747",2016-11-13 17:50:00,"0",-71.711,39.329
"160424_2016_106747",2016-11-14 01:03:00,"B",-71.688,39.262
"160424_2016_106747",2016-11-14 02:38:00,"A",-71.767,39.219
"160424_2016_106747",2016-11-14 17:42:00,"B",-71.871,39.005
"160424_2016_106747",2016-11-16 07:29:00,"B",-72.473,38.507
"160424_2016_106747",2016-11-16 15:12:00,"B",-72.597,38.488
"160424_2016_106747",2016-11-16 20:50:00,"B",-72.675,38.514
"160424_2016_106747",2016-11-17 22:06:00,"1",-73.035,38.272
"160424_2016_106747",2016-11-18 02:58:00,"A",-73.047,38.165
"160424_2016_106747",2016-11-18 10:25:00,"0",-73.205,38.112
"160424_2016_106747",2016-11-18 22:50:00,"0",-73.344,38
"160424_2016_106747",2016-11-19 00:57:00,"1",-73.352,37.975
"160424_2016_106747",2016-11-19 08:41:00,"B",-73.459,37.892
"160424_2016_106747",2016-11-19 10:07:00,"B",-73.449,37.88
"160424_2016_106747",2016-11-22 10:17:00,"B",-73.758,37.752
"160424_2016_106747",2016-11-22 10:22:00,"A",-73.853,37.888
"160424_2016_106747",2016-11-23 00:11:00,"B",-73.78,37.973
"160424_2016_106747",2016-11-23 02:56:00,"B",-74.09,37.766
"160424_2016_106747",2016-11-23 09:35:00,"B",-73.965,37.843
"160424_2016_106747",2016-11-25 23:43:00,"A",-73.996,37.496
"160424_2016_106747",2016-11-26 11:14:00,"A",-74.086,37.461
"160424_2016_106747",2016-11-26 23:21:00,"1",-73.848,37.446
"160424_2016_106747",2016-11-26 23:42:00,"1",-73.858,37.447
"160424_2016_106747",2016-11-28 01:11:00,"A",-74.333,37.108
"160424_2016_106747",2016-11-29 23:45:00,"1",-74.09,36.383
"160424_2016_106747",2016-11-29 23:47:00,"B",-74.111,36.399
