"id","date","lc","lon","lat"
"160424_2016_106747",2016-11-30 02:05:00,"0",-73.684,36.583
"160424_2016_106747",2016-11-30 19:36:00,"1",-73.286,37.429
"160424_2016_106747",2016-11-30 23:21:00,"B",-73.549,37.475
"160424_2016_106747",2016-12-01 22:47:00,"0",-73.535,37.295
"160424_2016_106747",2016-12-01 22:56:00,"A",-73.516,37.292
"160424_2016_106747",2016-12-02 01:28:00,"1",-73.552,37.334
"160424_2016_106747",2016-12-02 22:16:00,"1",-73.473,37.258
"160424_2016_106747",2016-12-03 01:03:00,"B",-73.471,37.255
"160424_2016_106747",2016-12-03 02:44:00,"A",-73.426,37.273
"160424_2016_106747",2016-12-03 19:03:00,"0",-73.661,37.139
"160424_2016_106747",2016-12-03 22:57:00,"1",-73.747,37.123
"160424_2016_106747",2016-12-03 23:25:00,"0",-73.947,37.155
"160424_2016_106747",2016-12-04 01:35:00,"B",-73.31,36.737
"160424_2016_106747",2016-12-04 02:26:00,"A",-73.935,37.092
"160424_2016_106747",2016-12-05 07:16:00,"1",-74.505,36.755
"160424_2016_106747",2016-12-05 10:08:00,"2",-74.524,36.671
"160424_2016_106747",2016-12-05 18:40:00,"A",-74.362,36.573
"160424_2016_106747",2016-12-05 21:15:00,"2",-74.262,36.606
"160424_2016_106747",2016-12-05 22:38:00,"0",-74.256,36.599
"160424_2016_106747",2016-12-05 22:54:00,"0",-74.211,36.608
"160424_2016_106747",2016-12-06 00:02:00,"0",-74.171,36.599
"160424_2016_106747",2016-12-06 00:04:00,"A",-74.07,37.196
"160424_2016_106747",2016-12-06 00:17:00,"B",-74.185,36.597
"160424_2016_106747",2016-12-06 22:22:00,"1",-73.875,37.091
"160424_2016_106747",2016-12-06 22:31:00,"0",-73.703,37.041
"160424_2016_106747",2016-12-06 23:30:00,"2",-73.906,37.116
"160424_2016_106747",2016-12-07 20:00:00,"B",-73.195,37.251
"160424_2016_106747",2016-12-08 18:05:00,"A",-72.643,37.496
"160424_2016_106747",2016-12-08 23:39:00,"3",-96.381,32.504
"160424_2016_106747",2016-12-09 00:42:00,"0",-72.597,37.488
"160424_2016_106747",2016-12-09 02:19:00,"B",-72.992,37.146
"160424_2016_106747",2016-12-09 22:56:00,"2",-72.145,37.531
"160424_2016_106747",2016-12-09 23:29:00,"2",-72.117,37.53
"160424_2016_106747",2016-12-09 23:37:00,"1",-72.12,37.535
"160424_2016_106747",2016-12-10 00:24:00,"0",-72.152,37.558
"160424_2016_106747",2016-12-10 22:28:00,"1",-71.669,37.589
"160424_2016_106747",2016-12-10 23:05:00,"0",-71.61,37.569
"160424_2016_106747",2016-12-10 23:15:00,"B",-71.626,37.587
"160424_2016_106747",2016-12-11 00:02:00,"A",-71.713,37.677
"160424_2016_106747",2016-12-11 00:45:00,"B",-71.613,37.606
"160424_2016_106747",2016-12-11 01:40:00,"2",-71.592,37.591
"160424_2016_106747",2016-12-11 23:03:00,"B",-71.398,37.393
"160424_2016_106747",2016-12-12 07:37:00,"A",-70.849,37.392
"160424_2016_106747",2016-12-12 09:15:00,"2",-70.762,37.443
"160424_2016_106747",2016-12-12 22:04:00,"A",-70.515,37.897
"160424_2016_106747",2016-12-13 09:56:00,"0",-70.775,37.979
"160424_2016_106747",2016-12-13 10:56:00,"0",-70.905,37.902
"160424_2016_106747",2016-12-13 11:17:00,"0",-70.762,37.902
"160424_2016_106747",2016-12-13 13:20:00,"A",-70.822,37.974
"160424_2016_106747",2016-12-14 07:14:00,"A",-71.007,37.875
"160424_2016_106747",2016-12-14 08:50:00,"B",-71.042,37.913
"160424_2016_106747",2016-12-14 10:26:00,"B",-71.074,37.897
"160424_2016_106747",2016-12-14 18:38:00,"3",-71.132,37.87
"160424_2016_106747",2016-12-15 06:59:00,"B",-70.94,37.573
"160424_2016_106747",2016-12-15 09:56:00,"1",-70.758,37.513
"160424_2016_106747",2016-12-15 10:48:00,"B",-70.73,37.497
"160424_2016_106747",2016-12-15 10:53:00,"A",-70.726,37.483
"160424_2016_106747",2016-12-16 23:19:00,"B",-68.225,38.323
"160424_2016_106747",2016-12-17 23:35:00,"A",-66.784,38.012
"160424_2016_106747",2016-12-18 00:55:00,"B",-66.843,37.874
"160424_2016_106747",2016-12-19 23:28:00,"B",-64.656,37.683
"160424_2016_106747",2016-12-20 00:17:00,"0",-64.095,37.66
"160424_2016_106747",2016-12-20 01:09:00,"B",-58.806,38.649
"160424_2016_106747",2016-12-23 02:37:00,"B",-63.663,36.243
"160424_2016_106747",2016-12-23 14:51:00,"3",-63.099,35.925
"160424_2016_106747",2016-12-26 00:42:00,"B",-62.068,34.761
"160424_2016_106747",2016-12-26 01:32:00,"A",-61.572,34.8
"160424_2016_106747",2016-12-27 01:08:00,"A",-61.497,34.322
"160424_2016_106747",2016-12-28 06:14:00,"2",-26.226,26.35
"160424_2016_106747",2016-12-28 09:49:00,"B",-61.197,33.796
"160424_2016_106747",2016-12-28 19:20:00,"B",-60.53,33.782
"160424_2016_106747",2016-12-28 23:09:00,"2",-60.819,33.758
"160424_2016_106747",2016-12-29 07:41:00,"1",-60.777,33.692
"160424_2016_106747",2016-12-29 21:16:00,"2",-60.557,33.479
"160424_2016_106747",2016-12-29 21:18:00,"A",-60.553,33.481
"160424_2016_106747",2016-12-30 09:32:00,"0",-60.43,33.257
"160424_2016_106747",2016-12-31 01:27:00,"A",-60.186,32.989
"160424_2016_106747",2016-12-31 05:40:00,"0",-59.985,33.014
"160424_2016_106747",2016-12-31 08:15:00,"A",-59.826,33.043
